Database,Table_Name,Data_Item_Name,Data_Item_Description,Data_Type,Code_(TBC),Code_Description_(TBC),Is_Derived_Item,Derivation_Methodology,Author,Created_Date,Data Dictionary Name,Data Dictionary Links
NHSE_SEM_Live,tbl_Data_SEM_APCE,Org_Code_Local_Patient_ID_Mother,ORGANISATION CODE (LOCAL PATIENT IDENTIFIER) is the ORGANISATION CODE of the Organisation that assigned the LOCAL PATIENT IDENTIFIER for mother,varchar(6),,,Not derrived by TNR,,SUS R13,,,
NHSE_SEM_Live,tbl_Data_SEM_APCE,Org_Code_Type_Mother,"It's the ORGANISATION CODE type of the Organisation responsible where the mother is treated, irrespective of whether they reside within the boundary of the Clinical Commissioning Group.",varchar(3),,,Not derrived by TNR,,SUS R13,,,
NHSE_SEM_Live,tbl_Data_SEM_APCE,NHS_Number_Status_Mother,It is the NHS NUMBER STATUS INDICATOR CODE of the NHS NUMBER (MOTHER).,varchar(2),,,Not derrived by TNR,,SUS R13,,NHS NUMBER STATUS INDICATOR CODE (MOTHER),http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/n/nhs/nhs_number_status_indicator_code_(mother)_de.asp?shownav=1?query=%22nhs+number%22&rank=5&shownav=1
NHSE_SEM_Live,tbl_Data_SEM_APCE,Address_Format_Code_Mother,A code to determine the format of the associated PATIENT i.e. mother's USUAL ADDRESS data.,varchar(1),,,Not derrived by TNR,,SUS R13,,,
NHSE_SEM_Live,tbl_Data_SEM_APCE,PCT_of_Residence_Mother,PCT of Residence of mother,varchar(6),,,Not derrived by TNR,,SUS R13,,,
NHSE_SEM_Live,tbl_Data_SEM_APCE,PCT_of_Residence_Type_Mother,The PCt of residence type of mother,varchar(3),,,Not derrived by TNR,,SUS R13,,,
NHSE_SEM_Live,tbl_Data_SEM_APCE,Unique_Booking_Reference_Number_Converted,Unique Booking Reference Number Converted,varchar(15),,,Not derrived by TNR,,SUS R13,,,
NHSE_SEM_Live,tbl_Data_SEM_APCE,Patient_Pathway_Identifier,PATIENT PATHWAY IDENTIFIER,varchar(26),,,Not derrived by TNR,,SUS R13,,PATIENT PATHWAY IDENTIFIER,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/p/pat/patient_pathway_identifier_de.asp?shownav=1?query=%22Patient+Pathway+Identifier%22&rank=100&shownav=1
NHSE_SEM_Live,tbl_Data_SEM_APCE,Org_Code_Patient_Pathway_Identifier_Issuer,It is the ORGANISATION CODE of the Organisation issuing the PATIENT PATHWAY IDENTIFIER. ,varchar(5),,,Not derrived by TNR,,SUS R13,,ORGANISATION CODE (PATIENT PATHWAY IDENTIFIER ISSUER),http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/n/nhs/nhs_number_status_indicator_code_(mother)_de.asp?shownav=1?query=%22NHS+NUMBER+STATUS+INDICATOR+CODE+%28MOTHER%29%22&rank=100&shownav=1
NHSE_SEM_Live,tbl_Data_SEM_APCE,RTT_Period_Status,Referral To Treatment Period Status,varchar(2),,,Not derrived by TNR,,SUS R13,,,
NHSE_SEM_Live,tbl_Data_SEM_APCE,RTT_Period_Start_Date,Referral To Treatment Period Start Date,datetime,,,Not derrived by TNR,,SUS R13,,,
NHSE_SEM_Live,tbl_Data_SEM_APCE,RTT_Period_End_Date,Referral To Treatment Period End Date,datetime,,,Not derrived by TNR,,SUS R13,,,
NHSE_SEM_Live,tbl_Data_SEM_APCE,Lead_Care_Activity_Indicator,,varchar(5),,,,,,,,
NHSE_SEM_Live,tbl_Data_SEM_APCE,Age_at_CDS_Activity_Date,It is derived as the number of completed years between the PERSON BIRTH DATE of the PATIENT and the CDS ACTIVITY DATE.,,,,Not derrived by TNR,,SUS R13,,AGE AT CDS ACTIVITY DATE,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/ag/age_at_cds_activity_date_de.asp?shownav=1?query=%22cds+activity%22&rank=87.5&shownav=1
NHSE_SEM_Live,tbl_Data_SEM_APCE,Service_Agreement_Change_Date,The date of a change to a SERVICE PROVIDED UNDER AGREEMENT.,,,,Not derrived by TNR,,SUS R13,,NHS SERVICE AGREEMENT CHANGE DATE,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/n/nhs/nhs_service_agreement_change_date_de.asp?shownav=1?query=%22service+agreement%22&rank=6.25&shownav=1
NHSE_SEM_Live,tbl_Data_SEM_APCE,CDS_Activity_Date,"
For Commissioning data, every CDS Type has a ""CDS Originating Date"" contained within the Commissioning Data Set data that must be used to populate the CDS ACTIVITY DATE. The CDS ACTIVITY DATE is held in the Commissioning Data Set Transaction Header Group and is a mandatory data element for all uses of the Commissioning Data Set for both Bulk Update and Net Change Protocols, see the Commissioning Data Set Submission Protocol supporting information.",,,,Not derrived by TNR,,SUS R13,,CDS ACTIVITY DATE,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/c/cds/cds_activity_date_de.asp?shownav=1?query=%22cds+activity%22&rank=100&shownav=1
NHSE_SEM_Live,tbl_Data_SEM_APCE,Age_on_Admission,It is derived as the number of completed years between the PERSON BIRTH DATE of the PATIENT and the START DATE (HOSPITAL PROVIDER SPELL),,,,Not derrived by TNR,,SUS R13,,AGE ON ADMISSION,http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/a/ag/age_on_admission_de.asp?shownav=1?query=%22age+on%22&rank=100&shownav=1
NHSE_SEM_Live,tbl_Data_SEM_APCE,Admin_Category_at_Start,,varchar(2),,,,,,,,
NHSE_SEM_Live,tbl_Data_SEM_APCE,Discharge_Ready_Date,It is the same as attribute ACTIVITY DATE where the ACTIVITY DATE TYPE is National Code 'Discharge Ready Date' of the Hospital Provider Spell. ,,,,Not derrived by TNR,,SUS R13,,DISCHARGE READY DATE (HOSPITAL PROVIDER SPELL),http://www.datadictionary.nhs.uk/data_dictionary/data_field_notes/d/disa/discharge_ready_date_(hospital_provider_spell)_de.asp?shownav=1?query=%22Discharge+ready%22&rank=14.58333&shownav=1
NHSE_SEM_Live,tbl_Data_SEM_APCE,Location_Type,Location Type,varchar(3),,,Not derrived by TNR,,SUS R13,,,
NHSE_SEM_Live,tbl_Data_SEM_APCE,XML_Version,XML Version,varchar(6),,,Not derrived by TNR,,SUS R13,,,
NHSE_SEM_Live,tbl_Data_SEM_APCE,Confidentiality_Category_SUS,,varchar(1),,,Not derrived by TNR,,SUS R13,,,
NHSE_SEM_Live,tbl_Data_SEM_APCE,RTT_Length_SUS,Referral To Treatment Length (Derived),varchar(3),,,Not derrived by TNR,,SUS R13,,,
NHSE_SEM_Live,tbl_Data_SEM_APCE,Age_Range_SUS,Age range patient derived from DOB,,,,Not derrived by TNR,,SUS R13,,,
NHSE_SEM_Live,tbl_Data_SEM_APCE,Age_Range_Mother_SUS,,,,,,,,,,
NHSE_SEM_Live,tbl_Data_SEM_APCE,Area_Code_SUS,The area code of the patient derived from their postcode.,varchar(4),,,Not derrived by TNR,,SUS R13,,,
NHSE_SEM_Live,tbl_Data_SEM_APCE,CDS_Group,,varchar(1),,,,,,,,
NHSE_SEM_Live,tbl_Data_SEM_APCE,Finished_Indicator,,varchar(1),,,,,,,,
NHSE_SEM_Live,tbl_Data_SEM_APCE,PCT_Derived_from_GP_SUS,The derived Primary Care Trust derived from the given GP practice.,varchar(5),,,Not derrived by TNR,,SUS R13,,,
NHSE_SEM_Live,tbl_Data_SEM_APCE,PCT_Type_Derived_from_GP_SUS,"Defines the coding schema used for derived primary care trust: A or O = Pre-1996 NHS Organisation Code, B or N = Post-1996 NHS Organisation Code.",varchar(3),,,Not derrived by TNR,,SUS R13,,,
NHSE_SEM_Live,tbl_Data_SEM_APCE,GP_Practice_SUS,This is the derived GP practice necessary for the addressing grid.,varchar(6),,,Not derrived by TNR,,SUS R13,,,
NHSE_SEM_Live,tbl_Data_SEM_APCE,GP_Practice_Mother_SUS,,varchar(6),,,Not derrived by TNR,,SUS R13,,,
NHSE_SEM_Live,tbl_Data_SEM_APCE,PCT_Derived_from_SUS_GP_Practice,This is the derived Primary Care Trust derived from the derived GP practice necessary for the addressing grid.,varchar(5),,,Not derrived by TNR,,SUS R13,,,
NHSE_SEM_Live,tbl_Data_SEM_APCE,PCT_Mother_Derived_from_SUS_GP_Practice,,varchar(5),,,Not derrived by TNR,,SUS R13,,,
NHSE_SEM_Live,tbl_Data_SEM_APCE,SHA_from_GP_Practice_SUS,The derived Strategic Health Authority derived from the given GP practice.,varchar(3),,,Not derrived by TNR,,SUS R13,,,
NHSE_SEM_Live,tbl_Data_SEM_APCE,SHA_Type_from_GP_Practice_SUS,"Defines the coding schema used for strategic health authority: P = PDS, S = SUS",varchar(3),,,Not derrived by TNR,,SUS R13,,,
NHSE_SEM_Live,tbl_Data_SEM_APCE,Hospital_Spell_Duration,,varchar(5),,,,,,,,
NHSE_SEM_Live,tbl_Data_SEM_APCE,Month_of_Birth_SUS,,varchar(2),,,Not derrived by TNR,,SUS R13,,,
NHSE_SEM_Live,tbl_Data_SEM_APCE,Home_Delivery,,varchar(2),,,,,,,,
NHSE_SEM_Live,tbl_Data_SEM_APCE,Electoral_Ward_from_Postcode_SUS,"The patients electoral ward, derived from the patients postcode.",varchar(6),,,Not derrived by TNR,,SUS R13,,,
NHSE_SEM_Live,tbl_Data_SEM_APCE,PCT_from_Postcode_SUS,The Primary Care Trust of the patient derived from the patients postcode.,varchar(5),,,Not derrived by TNR,,SUS R13,,,
NHSE_SEM_Live,tbl_Data_SEM_APCE,PCT_Type_from_Postcode_SUS,"Defines the coding schema used for Primary Care Trust organisation which has been derived from the patients postcode:   A or O = Pre-1996 NHS Organisation Code, B or N = Post-1996 NHS Organisation Code.",varchar(3),,,Not derrived by TNR,,SUS R13,,,
NHSE_SEM_Live,tbl_Data_SEM_APCE,SHA_from_Postcode_SUS,The Strategic Health Authority of the patient derived from the patients postcode.,varchar(3),,,Not derrived by TNR,,SUS R13,,,
NHSE_SEM_Live,tbl_Data_SEM_APCE,SHA_Type_from_Postcode_SUS,"Defines the coding schema used for Strategic Health Authority organisation which has been derived from the patients postcode: A or O = Pre-1996 NHS Organisation Code, B or N = Post-1996 NHS Organisation Code.",varchar(1),,,Not derrived by TNR,,SUS R13,,,
NHSE_SEM_Live,tbl_Data_SEM_APCE,Area_code_from_Provider_Postcode_SUS,This is the area code derived from the providers postcode,varchar(4),,,Not derrived by TNR,,SUS R13,,,
NHSE_SEM_Live,tbl_Data_SEM_APCE,Age_at_End_of_Episode_SUS,The age at beginning of a spell,,,,Not derrived by TNR,,SUS R13,,,
NHSE_SEM_Live,tbl_Data_SEM_APCE,Age_at_Start_of_Episode_SUS,The age at the end of a spell,,,,Not derrived by TNR,,SUS R13,,,
NHSE_SEM_Live,tbl_Data_SEM_APCE,Year_of_Birth_SUS,,,,,,,,,,
NHSE_SEM_Live,tbl_Data_SEM_APCE,Year_of_Birth_Mother_SUS,,,,,,,,,,
NHSE_SEM_Live,tbl_Data_SEM_APCE,Month_of_Birth_Mother_SUS,,varchar(2),,,,,,,,
NHSE_SEM_Live,tbl_Data_SEM_APCE,Census_Area_2001_SUS,"The 2001 census output area, built from unit postcodes and constrained to the 2003 statistical wards, which will form the building bricks for defining higher level geographies in the future. A pseudo code is included for Channel Islands and Isle of Man",varchar(10),,,No,,SUS R13,,,
NHSE_SEM_Live,tbl_Data_SEM_APCE,Country,The code for the appropriate country (i.e. one of the four constituent countries of the united kingdom or the Channel Islands or the Isle of Man) to which each postcode is assigned.,varchar(50),,,No,,SUS R13,,,
NHSE_SEM_Live,tbl_Data_SEM_APCE,County_Code,"County codes within the UK, Northern Ireland, Scotland, Wales, and the Channel Islands.",varchar(2),,,No,,SUS R13,,,
NHSE_SEM_Live,tbl_Data_SEM_APCE,Census_ED_1991,The code for the 1991 census ED in which all addresses in a postcode are contained (or the single best-fit ED based on the largest number of 1991 census households in the postcode split parts) or a single ED identifier for postcodes introduced since the 1,varchar(4),,,No,,SUS R13,,,
NHSE_SEM_Live,tbl_Data_SEM_APCE,ED_District_Code,Same as ED_COUNTY_CODE except a census code is provided.,varchar(4),,,No,,SUS R13,,,
NHSE_SEM_Live,tbl_Data_SEM_APCE,Electoral_Ward_Code,"Collectively known as the ward code. The administrative and electoral areas to which the 1 metre postcode grid reference has been assigned using point-in-polygon techniques and boundary-line, digital administrative and electoral boundaries. Pseudo codes",varchar(4),,,No,,SUS R13,,,
NHSE_SEM_Live,tbl_Data_SEM_APCE,GOR_Code,"The government office for the region code for each postcode. Pseudocodes are included for Wales, Scotland, Northern Ireland, Channel Island and Isle of Man. The field will be blank for postcodes with no grid reference.",varchar(1),,,No,,SUS R13,,,
NHSE_SEM_Live,tbl_Data_SEM_APCE,Local_Unitary_Authority,,varchar(2),,,,,,,,
NHSE_SEM_Live,tbl_Data_SEM_APCE,Old_SHA_Code,"·         The old-style. Health authority existing prior to the reorganisation of health areas (England in 2002, Wales in 2003).",varchar(3),,,No,,SUS R13,,,
NHSE_SEM_Live,tbl_Data_SEM_APCE,Electoral_Area_1998,"·         The 1998 administrative and electoral areas for each postcode, assigned using pointin-polygon techniques and digital administrative and electoral boundaries. A pseudo code is included for channel islands and Isle of Man. The field will be blank for postcodes with no grid reference.",varchar(4),,,No,,SUS R13,,,
NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Provider_Code,"Derived provider code, formatted to 3 digits for acute providers. If a provider submits provider codes such as RJE00, RJE01, RJE02 etc. in the Provider_Code field,  this field will store the value as RJE.",varchar(5),,,Yes,,GEM CSU,,,varchar
NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Provider_Site_Code,Derived provider site code,varchar(5),,,Yes,,GEM CSU,,,varchar
NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Commissioner_Code,"Derived commissioner code having passed through data cleansing routines, based on the provider supplied commissioner code",varchar(5),,,Yes,,GEM CSU,,,varchar
NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Age_At_CDS_Activity_Date,Derived age using the Date of Birth and Episode_End_Date fields,,,,Yes,,GEM CSU,,,varchar
NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Activity_Month,"The month, derived using the Episode_End_Date field. Values are stored with the year, followed by the month, e.g. 201404 relates to episodes in April 2014",varchar(6),,,Yes,,GEM CSU,,,varchar
NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Financial_Year,"Financial year of activity, e.g. 2013/14, 2014/15 etc.",varchar(7),,,Yes,,GEM CSU,,,varchar
NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Management_Type,Derived management type using the Patient_Classification and Admission_Method and Spell_LOS fields,varchar(3),,,Yes,,GEM CSU,,,varchar
NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Episode_LoS,"The episode length of stay, derived using the Episode_Start_Date and the Episode_End_Date",,,,Yes,,GEM CSU,,,int
NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_PbR_ACC_Days,,,,,,,,,,
NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_PbR_PCC_Days,,,,,,,,,,
NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_PbR_NCC_Days,,,,,,,,,,
NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_SEM_CCP_Days,,,,,,,,,,
NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_SEM_SPC_Days,,,,,,,,,,
NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_SEM_Rehab_Days,,,,,,,,,,
NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Episode_Adj_LoS,"The adjusted episode length of stay, removing the sum of Der_CCP_Total_Days, Der_SPC_Total_Days and Der_Rehab_Total_Days from Der_Episode_LoS",,,,Yes,,GEM CSU,,,int
NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Episode_Number,"Used as part of spell construction, where the episode number is duplicated",,,,Yes,,GEM CSU,,,int
NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Postcode_CCG_Code,Derived CCG code based on the patient's postcode,varchar(3),,,Yes,,GEM CSU,,,varchar
NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Postcode_PCT_Code,Derived PCT code based on the patient's postcode,varchar(3),,,Yes,,GEM CSU,,,varchar
NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Postcode_Sector,Derived postcode sector based on the patient's postcode,varchar(6),,,Yes,,GEM CSU,,,varchar
NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Postcode_Grid_Easting,Derived ordnance survey postcode grid reference Easting to 100 metre resolution based on patient's postcode,varchar(40,,,Yes,,GEM CSU,,,varchar
NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Postcode_Grid_Northing,Derived ordnance survey postcode grid reference Northing to 100 metre resolution based on patient's postcode,varchar(5),,,Yes,,GEM CSU,,,varchar
NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Postcode_Local_Auth,Derived local authority code based on the patient's postcode,varchar(3),,,Yes,,GEM CSU,,,varchar
NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Postcode_Dist_Unitary_Auth,Derived District / Unitary Authority code based on the patient's postcode,varchar(9),,,Yes,,GEM CSU,,,varchar
NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Postcode_Electoral_Ward,Derived Administrative / electoral area code based on the patient's postcode,varchar(9),,,Yes,,GEM CSU,,,varchar
NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Postcode_LSOA_Code,Derived lower super output area code based on the patient's postcode,varchar(9),,,Yes,,GEM CSU,,,varchar
NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Postcode_MSOA_Code,Derived middle super output area code based on the patient's postcode,varchar(9),,,Yes,,GEM CSU,,,varchar
NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Postcode_Constituency_Code,Derived constituency code based on the patient's postcode,varchar(9),,,Yes,,GEM CSU,,,varchar
NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Primary_Diagnosis_Code,The primary diagnosis code following cleansing that is used to identify the PRIMARY DIAGNOSIS,varchar(7),,,Yes,,GEM CSU,,,varchar
NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Secondary_Diagnosis_Code_1,The secondary diagnosis code 1  following cleansing that is used to identify the secondary PATIENT DIAGNOSIS.,varchar(7),,,Yes,,GEM CSU,,,varchar
NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Secondary_Diagnosis_Code_2,The secondary diagnosis code 2  following cleansing that is used to identify the secondary PATIENT DIAGNOSIS.,varchar(7),,,Yes,,GEM CSU,,,varchar
NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Secondary_Diagnosis_Code_3,The secondary diagnosis code 3  following cleansing that is used to identify the secondary PATIENT DIAGNOSIS.,varchar(7),,,Yes,,GEM CSU,,,varchar
NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Secondary_Diagnosis_Code_4,The secondary diagnosis code 4  following cleansing that is used to identify the secondary PATIENT DIAGNOSIS.,varchar(7),,,Yes,,GEM CSU,,,varchar
NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Secondary_Diagnosis_Code_5,The secondary diagnosis code 5  following cleansing that is used to identify the secondary PATIENT DIAGNOSIS.,varchar(7),,,Yes,,GEM CSU,,,varchar
NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Secondary_Diagnosis_Code_6,The secondary diagnosis code 6  following cleansing that is used to identify the secondary PATIENT DIAGNOSIS.,varchar(7),,,Yes,,GEM CSU,,,varchar
NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Secondary_Diagnosis_Code_7,The secondary diagnosis code 7  following cleansing that is used to identify the secondary PATIENT DIAGNOSIS.,varchar(7),,,Yes,,GEM CSU,,,varchar
NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Secondary_Diagnosis_Code_8,The secondary diagnosis code 8  following cleansing that is used to identify the secondary PATIENT DIAGNOSIS.,varchar(7),,,Yes,,GEM CSU,,,varchar
NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Secondary_Diagnosis_Code_9,The secondary diagnosis code 9  following cleansing that is used to identify the secondary PATIENT DIAGNOSIS.,varchar(7),,,Yes,,GEM CSU,,,varchar
NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Secondary_Diagnosis_Code_10,The secondary diagnosis code 10  following cleansing that is used to identify the secondary PATIENT DIAGNOSIS.,varchar(7),,,Yes,,GEM CSU,,,varchar
NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Secondary_Diagnosis_Code_11,The secondary diagnosis code 11  following cleansing that is used to identify the secondary PATIENT DIAGNOSIS.,varchar(7),,,Yes,,GEM CSU,,,varchar
NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Secondary_Diagnosis_Code_12,The secondary diagnosis code 12  following cleansing that is used to identify the secondary PATIENT DIAGNOSIS.,varchar(7),,,Yes,,GEM CSU,,,varchar
NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Secondary_Diagnosis_Code_13,The secondary diagnosis code 13  following cleansing that is used to identify the secondary PATIENT DIAGNOSIS.,varchar(7),,,Yes,,GEM CSU,,,varchar
NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Secondary_Diagnosis_Code_14,The secondary diagnosis code 14  following cleansing that is used to identify the secondary PATIENT DIAGNOSIS.,varchar(7),,,Yes,,GEM CSU,,,varchar
NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Secondary_Diagnosis_Code_15,The secondary diagnosis code 15  following cleansing that is used to identify the secondary PATIENT DIAGNOSIS.,varchar(7),,,Yes,,GEM CSU,,,varchar
NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Secondary_Diagnosis_Code_16,The secondary diagnosis code 16  following cleansing that is used to identify the secondary PATIENT DIAGNOSIS.,varchar(7),,,Yes,,GEM CSU,,,varchar
NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Secondary_Diagnosis_Code_17,The secondary diagnosis code 17  following cleansing that is used to identify the secondary PATIENT DIAGNOSIS.,varchar(7),,,Yes,,GEM CSU,,,varchar
NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Secondary_Diagnosis_Code_18,The secondary diagnosis code 18  following cleansing that is used to identify the secondary PATIENT DIAGNOSIS.,varchar(7),,,Yes,,GEM CSU,,,varchar
NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Secondary_Diagnosis_Code_19,The secondary diagnosis code 19  following cleansing that is used to identify the secondary PATIENT DIAGNOSIS.,varchar(7),,,Yes,,GEM CSU,,,varchar
NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Secondary_Diagnosis_Code_20,The secondary diagnosis code 20  following cleansing that is used to identify the secondary PATIENT DIAGNOSIS.,varchar(7),,,Yes,,GEM CSU,,,varchar
NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Secondary_Diagnosis_Code_21,The secondary diagnosis code 21  following cleansing that is used to identify the secondary PATIENT DIAGNOSIS.,varchar(7),,,Yes,,GEM CSU,,,varchar
NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Secondary_Diagnosis_Code_22,The secondary diagnosis code 22  following cleansing that is used to identify the secondary PATIENT DIAGNOSIS.,varchar(7),,,Yes,,GEM CSU,,,varchar
NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Secondary_Diagnosis_Code_23,The secondary diagnosis code 23  following cleansing that is used to identify the secondary PATIENT DIAGNOSIS.,varchar(7),,,Yes,,GEM CSU,,,varchar
NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Primary_Procedure_Code,The primary procedure code following cleansing which is used to identify the primary Patient Procedure carried out,varchar(5),,,Yes,,GEM CSU,,,varchar
NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Procedure_Code_2,The additional procedure code 2 following cleansing that is used to identify the subsequent procedure the patient has undergone,varchar(5),,,Yes,,GEM CSU,,,varchar
NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Procedure_Code_3,The additional procedure code 3 following cleansing that is used to identify the subsequent procedure the patient has undergone,varchar(5),,,Yes,,GEM CSU,,,varchar
NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Procedure_Code_4,The additional procedure code 4 following cleansing that is used to identify the subsequent procedure the patient has undergone,varchar(5),,,Yes,,GEM CSU,,,varchar
NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Procedure_Code_5,The additional procedure code 5 following cleansing that is used to identify the subsequent procedure the patient has undergone,varchar(5),,,Yes,,GEM CSU,,,varchar
NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Procedure_Code_6,The additional procedure code 6 following cleansing that is used to identify the subsequent procedure the patient has undergone,varchar(5),,,Yes,,GEM CSU,,,varchar
NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Procedure_Code_7,The additional procedure code 7 following cleansing that is used to identify the subsequent procedure the patient has undergone,varchar(5),,,Yes,,GEM CSU,,,varchar
NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Procedure_Code_8,The additional procedure code 8 following cleansing that is used to identify the subsequent procedure the patient has undergone,varchar(5),,,Yes,,GEM CSU,,,varchar
NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Procedure_Code_9,The additional procedure code 9 following cleansing that is used to identify the subsequent procedure the patient has undergone,varchar(5),,,Yes,,GEM CSU,,,varchar
NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Procedure_Code_10,The additional procedure code 10 following cleansing that is used to identify the subsequent procedure the patient has undergone,varchar(5),,,Yes,,GEM CSU,,,varchar
NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Procedure_Code_11,The additional procedure code 11 following cleansing that is used to identify the subsequent procedure the patient has undergone,varchar(5),,,Yes,,GEM CSU,,,varchar
NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Procedure_Code_12,The additional procedure code 12 following cleansing that is used to identify the subsequent procedure the patient has undergone,varchar(5),,,Yes,,GEM CSU,,,varchar
NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Procedure_Code_13,The additional procedure code 13 following cleansing that is used to identify the subsequent procedure the patient has undergone,varchar(5),,,Yes,,GEM CSU,,,varchar
NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Procedure_Code_14,The additional procedure code 14 following cleansing that is used to identify the subsequent procedure the patient has undergone,varchar(5),,,Yes,,GEM CSU,,,varchar
NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Procedure_Code_15,The additional procedure code 15 following cleansing that is used to identify the subsequent procedure the patient has undergone,varchar(5),,,Yes,,GEM CSU,,,varchar
NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Procedure_Code_16,The additional procedure code 16 following cleansing that is used to identify the subsequent procedure the patient has undergone,varchar(5),,,Yes,,GEM CSU,,,varchar
NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Procedure_Code_17,The additional procedure code 17 following cleansing that is used to identify the subsequent procedure the patient has undergone,varchar(5),,,Yes,,GEM CSU,,,varchar
NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Procedure_Code_18,The additional procedure code 18 following cleansing that is used to identify the subsequent procedure the patient has undergone,varchar(5),,,Yes,,GEM CSU,,,varchar
NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Procedure_Code_19,The additional procedure code 19 following cleansing that is used to identify the subsequent procedure the patient has undergone,varchar(5),,,Yes,,GEM CSU,,,varchar
NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Procedure_Code_20,The additional procedure code 20 following cleansing that is used to identify the subsequent procedure the patient has undergone,varchar(5),,,Yes,,GEM CSU,,,varchar
NHSE_SEM_Live,tbl_Data_SEM_APCE,Der_Procedure_Code_21,The additional procedure code 21 following cleansing that is used to identify the subsequent procedure the patient has undergone,varchar(5),,,Yes,,GEM CSU,,,varchar
